date,no1,no2,no3,no4,no5
2014-02-11 09:00:00,1.677386,-0.084661,0.456807,-1.054570,-0.479386
2014-02-11 10:00:00,-1.262196,1.839724,-0.920480,-0.301240,0.008403
2014-02-11 11:00:00,0.380334,0.259327,0.549868,-0.316641,-0.498373
2014-02-11 12:00:00,-0.962752,0.280519,0.781869,-0.171126,-1.410760
2014-02-11 13:00:00,0.569918,1.307777,-0.515038,0.475984,-1.179754
2014-02-11 14:00:00,0.100628,-0.263915,1.050961,-0.920174,0.440885
2014-02-11 15:00:00,-0.414775,1.306880,-0.597318,-1.799026,1.190536
2014-02-11 16:00:00,0.253725,0.079343,-0.131588,-0.263309,0.988259
2014-02-11 17:00:00,0.584751,-1.429297,-0.718488,-0.762962,0.149385
2014-02-11 18:00:00,-0.987224,0.827173,0.812268,1.277721,0.173565
2014-02-11 19:00:00,-0.607222,-0.092282,0.967964,1.338224,1.171918
2014-02-11 20:00:00,-1.067419,0.105872,0.992626,-1.037571,0.365542
2014-02-11 21:00:00,1.862182,-0.574243,0.191977,-0.692832,0.516418
2014-02-11 22:00:00,-0.350463,-0.965292,-0.382125,0.063881,-0.347425
2014-02-11 23:00:00,1.618806,-2.019929,-0.692783,1.091931,-0.357667
2014-02-12 00:00:00,-0.395558,-1.882243,0.334109,-2.061760,0.478154
2014-02-12 01:00:00,0.544752,1.980514,0.128287,0.466905,0.042083
2014-02-12 02:00:00,-0.368969,-0.466453,0.469766,-0.703264,1.296844
2014-02-12 03:00:00,1.342847,0.748303,0.852593,0.172553,2.444014
2014-02-12 04:00:00,0.237022,-2.719507,0.164460,0.512978,-1.020602
2014-02-12 05:00:00,0.265319,-0.562535,0.203677,-1.448412,0.400902
2014-02-12 06:00:00,0.959342,0.699737,-0.301921,0.790020,-0.214032
2014-02-12 07:00:00,-3.162970,-1.802834,-0.665242,-3.105766,-1.187514
2014-02-12 08:00:00,1.192966,-0.464110,-0.316731,-1.485606,-0.150178
2014-02-12 09:00:00,-0.627360,-0.598065,1.485387,0.473288,-0.564052
2014-02-12 10:00:00,-1.312063,1.673309,0.245108,-0.107250,1.710786
2014-02-12 11:00:00,-1.984590,-1.064401,-0.218968,-0.894895,-0.648842
2014-02-12 12:00:00,-0.391634,0.723497,1.922116,-0.540581,1.118501
2014-02-12 13:00:00,-0.488295,-0.198794,-0.382520,0.747210,-0.884901
2014-02-12 14:00:00,-0.701078,-0.273959,0.079611,-0.552931,0.428831
2014-02-12 15:00:00,-1.811319,-1.115730,-0.041376,0.812140,-0.157593
2014-02-12 16:00:00,-1.760516,-0.919062,0.104902,-0.575705,1.375783
2014-02-12 17:00:00,0.180669,-0.472025,-0.405773,0.386188,-0.876467
2014-02-12 18:00:00,0.555010,1.166857,0.368694,0.319842,-0.950976
2014-02-12 19:00:00,0.676520,1.127004,1.209622,-0.911423,-0.691033
2014-02-12 20:00:00,-2.672020,0.301380,1.397313,0.766783,0.580452
2014-02-12 21:00:00,-0.921590,-0.494370,-0.105648,0.148373,-1.708567
2014-02-12 22:00:00,0.062502,0.147476,-0.718207,-0.263511,-0.831966
2014-02-12 23:00:00,0.159521,1.017639,-0.164981,-0.287318,-0.234536
2014-02-13 00:00:00,-0.190046,0.472610,0.166440,-0.956595,-1.041096
2014-02-13 01:00:00,-0.285901,-0.180274,-0.099446,0.858071,-0.202734
2014-02-13 02:00:00,0.400307,0.281096,0.077555,-0.682739,1.470968
2014-02-13 03:00:00,1.182964,0.320236,0.537602,-0.495556,0.504232
2014-02-13 04:00:00,0.601058,-0.432736,-0.288594,-0.106541,-1.037179
2014-02-13 05:00:00,0.467490,-0.539148,0.617948,-1.581616,-1.303992
2014-02-13 06:00:00,-0.478048,0.973307,0.276518,0.645236,0.638394
2014-02-13 07:00:00,0.471335,-0.144078,0.536291,-0.881480,0.329976
2014-02-13 08:00:00,-0.239795,-1.159129,-0.147205,-0.623433,0.765668
2014-02-13 09:00:00,1.259628,-1.004709,1.099579,-0.077085,-1.407725
2014-02-13 10:00:00,0.401829,0.573619,0.537483,1.559583,-1.974299
2014-02-13 11:00:00,-1.767511,-0.481333,-0.505334,1.944287,0.420034
2014-02-13 12:00:00,0.438043,0.333802,1.895943,-0.323353,-0.488061
2014-02-13 13:00:00,-1.095360,1.621556,-0.871453,1.782488,-0.021111
2014-02-13 14:00:00,0.517107,0.809909,-0.207013,-1.293762,0.540861
2014-02-13 15:00:00,-0.472157,0.014139,-1.792305,0.538479,-0.497518
2014-02-13 16:00:00,1.841338,-1.171299,0.340606,0.231622,1.441284
2014-02-13 17:00:00,-0.202384,-0.404148,1.045762,-0.170086,0.692168
2014-02-13 18:00:00,-0.790428,0.771339,0.228294,1.454977,0.882217
2014-02-13 19:00:00,0.857000,-0.717406,1.219526,1.018705,-0.659907
2014-02-13 20:00:00,0.153978,0.158599,-0.118964,0.579127,0.814215
2014-02-13 21:00:00,-2.165375,0.611460,-2.828383,2.074998,-0.978821
2014-02-13 22:00:00,1.361551,1.460575,-1.154778,-0.919303,1.802472
2014-02-13 23:00:00,0.120792,0.219884,0.192678,-0.206078,-1.210186
2014-02-14 00:00:00,0.514320,0.611813,0.101721,0.814337,0.063638
2014-02-14 01:00:00,-0.854726,0.364671,1.888686,-0.395096,0.628159
2014-02-14 02:00:00,-0.772800,-0.977104,-2.003876,-0.242952,-2.062860
2014-02-14 03:00:00,-1.056895,-0.247528,0.028841,-1.736116,-0.065220
2014-02-14 04:00:00,-0.044572,0.854143,-0.584202,-0.414101,-0.806130
2014-02-14 05:00:00,0.504991,-0.529203,0.608403,-1.525957,1.218411
2014-02-14 06:00:00,-0.932919,-0.295039,-1.091990,0.595637,-0.954523
2014-02-14 07:00:00,1.434248,-2.210761,-0.634636,-1.326673,1.002929
2014-02-14 08:00:00,1.722130,0.082566,-0.093394,0.379866,3.201138
2014-02-14 09:00:00,0.002667,-0.563059,-0.016337,1.041512,-0.089836
2014-02-14 10:00:00,0.804157,-1.464375,0.229937,1.451802,1.536789
2014-02-14 11:00:00,1.766400,-0.118201,1.227450,1.039299,0.694028
2014-02-14 12:00:00,0.233655,0.171149,0.412532,-1.672877,-0.282295
2014-02-14 13:00:00,0.548882,0.327177,1.508836,1.896893,0.468026
2014-02-14 14:00:00,0.761030,-0.974863,-0.354181,0.853490,0.388670
2014-02-14 15:00:00,-1.492797,-0.276939,-0.034336,0.325626,-0.762139
2014-02-14 16:00:00,-0.057496,-0.372706,0.272207,0.734315,-1.228774
2014-02-14 17:00:00,-0.026164,0.886532,0.019751,0.263532,-0.175629
2014-02-14 18:00:00,0.046092,-0.582628,0.530850,-0.323136,-0.464397
2014-02-14 19:00:00,1.894983,-1.675085,-0.139769,1.254441,1.033799
2014-02-14 20:00:00,1.046485,-0.697895,1.258640,-0.402427,-1.756697
2014-02-14 21:00:00,0.086112,-1.467623,0.892723,1.084847,-1.747474
2014-02-14 22:00:00,-0.632742,0.060973,0.982231,-0.263945,2.670278
2014-02-14 23:00:00,0.128092,0.448870,-0.388273,-0.821324,1.002834
2014-02-15 00:00:00,0.717975,-0.091624,-0.165214,-0.738155,1.399807
2014-02-15 01:00:00,0.833457,-0.895874,0.382286,0.020948,0.974289
2014-02-15 02:00:00,0.153472,1.281654,-0.939223,-0.970398,0.981787
2014-02-15 03:00:00,0.302929,-0.062584,0.205111,0.595686,0.547623
2014-02-15 04:00:00,0.460310,-1.503781,0.604609,-0.193987,-1.019288
2014-02-15 05:00:00,-1.843372,1.042808,1.298183,-0.204936,0.504440
2014-02-15 06:00:00,-0.226188,-0.172301,-0.280714,-0.569587,-1.235071
2014-02-15 07:00:00,1.909919,-0.155618,0.339716,0.080934,1.791617
2014-02-15 08:00:00,-1.480791,-0.338531,-0.087013,-1.665153,-0.226776
2014-02-15 09:00:00,-0.790531,0.464903,-1.670370,1.925896,-0.283499
2014-02-15 10:00:00,-0.726696,-0.489014,-0.546505,-0.796372,-1.013434
2014-02-15 11:00:00,0.025401,-0.340937,-1.542772,-0.149966,-0.307869
2014-02-15 12:00:00,-0.701773,0.894100,-0.179983,-0.163164,0.860216
2014-02-15 13:00:00,-0.565863,0.611185,0.666862,-1.207716,1.153319
2014-02-15 14:00:00,-1.580710,-0.138771,-2.833863,0.883547,0.132262
2014-02-15 15:00:00,0.937052,0.384555,0.678210,-3.469775,-2.049039
2014-02-15 16:00:00,-0.398207,-1.337186,0.724719,-1.262217,0.585895
2014-02-15 17:00:00,-0.766838,1.464353,-0.408598,1.109096,0.960509
2014-02-15 18:00:00,-0.068648,-0.381325,-1.317141,0.070184,-0.056366
2014-02-15 19:00:00,0.246204,-0.790585,-0.935377,0.311445,0.227351
2014-02-15 20:00:00,-0.521293,0.925554,0.407881,-1.608136,0.449225
2014-02-15 21:00:00,2.239609,-0.312490,0.007727,1.432117,-0.536683
2014-02-15 22:00:00,-0.666476,0.583914,-0.198632,0.085578,-1.041354
2014-02-15 23:00:00,-1.115634,0.942560,-0.528889,-0.126627,0.849559
2014-02-16 00:00:00,-0.572815,-0.915980,0.473967,0.054246,-0.377016
2014-02-16 01:00:00,-1.468428,-0.312783,-0.296271,-0.752662,0.118162
2014-02-16 02:00:00,-0.020772,0.817954,0.261282,-0.337399,0.229906
2014-02-16 03:00:00,0.469674,-0.609968,0.580550,0.023540,0.046176
2014-02-16 04:00:00,0.727161,-1.279445,1.211357,0.089556,1.155799
2014-02-16 05:00:00,0.125684,-1.895007,-1.281917,0.031264,-0.591783
2014-02-16 06:00:00,0.696881,-1.030259,-0.677050,-0.162991,-0.545973
2014-02-16 07:00:00,-0.701272,-0.331347,-0.351499,-0.535804,0.437705
2014-02-16 08:00:00,-0.982667,1.153985,0.043921,-0.951382,0.319330
2014-02-16 09:00:00,-0.346299,-0.208855,-0.000349,-0.009184,-0.800572
2014-02-16 10:00:00,0.294206,0.356764,0.535201,-2.595123,2.931168
2014-02-16 11:00:00,0.161165,-2.021753,1.225970,0.523257,-0.376332
2014-02-16 12:00:00,2.073366,-0.900770,1.598662,0.844882,-0.346961
2014-02-16 13:00:00,-0.151812,0.007063,-1.257179,-0.030458,-0.551066
2014-02-16 14:00:00,0.543144,0.056258,-0.245619,-1.387572,1.092656
2014-02-16 15:00:00,-0.931924,-1.921885,-0.082823,-0.026554,0.029756
2014-02-16 16:00:00,-0.627780,-1.242498,0.403033,1.047371,1.224554
2014-02-16 17:00:00,-1.077545,-0.924188,-0.627571,-1.133181,1.506796
2014-02-16 18:00:00,2.459065,-0.145828,-0.785812,-1.559053,-0.573121
2014-02-16 19:00:00,-0.317396,-1.092212,0.099966,-0.996035,1.178290
2014-02-16 20:00:00,-0.538148,-0.977077,-0.072674,-0.906665,1.354140
2014-02-16 21:00:00,1.318539,-0.452392,1.387311,0.904145,0.430560
2014-02-16 22:00:00,0.186735,-0.622858,-1.098913,0.614509,0.407671
2014-02-16 23:00:00,-2.075354,-0.512592,-0.423255,-1.597712,1.301364
2014-02-17 00:00:00,-0.097453,0.340492,-0.963282,-1.222109,0.065519
2014-02-17 01:00:00,-1.036222,-0.237898,-0.455679,0.208553,-1.780306
2014-02-17 02:00:00,-0.643720,-1.133015,-1.414409,-0.473897,0.054341
2014-02-17 03:00:00,-0.429467,-0.553104,-0.965881,0.190404,0.920820
2014-02-17 04:00:00,0.248270,0.179601,0.408833,-0.752573,1.422587
2014-02-17 05:00:00,0.566763,0.539560,-0.698259,0.394496,-0.910451
2014-02-17 06:00:00,-2.290947,0.401520,0.396616,0.215974,1.142880
2014-02-17 07:00:00,-0.978170,-0.671390,-1.282680,-0.597899,1.889503
2014-02-17 08:00:00,-0.251170,0.010751,-1.552100,-0.762177,-0.841638
2014-02-17 09:00:00,-1.152567,-0.788019,-0.714751,-1.460942,-0.112406
2014-02-17 10:00:00,-0.776749,-1.502723,-1.795343,0.420644,1.241620
2014-02-17 11:00:00,-0.686590,0.696893,-1.108292,-0.299300,0.048998
2014-02-17 12:00:00,0.432605,1.330896,-0.170442,1.148478,0.322320
2014-02-17 13:00:00,-0.467520,0.650290,-0.348220,-0.366973,0.448557
2014-02-17 14:00:00,0.904390,0.489049,1.273524,-0.334989,1.241715
2014-02-17 15:00:00,0.551521,0.379135,-0.996482,0.807807,-0.135054
2014-02-17 16:00:00,3.120743,-1.438869,1.917112,0.306588,0.422622
2014-02-17 17:00:00,-1.406337,0.133830,-1.175955,1.339773,1.560220
2014-02-17 18:00:00,-2.138464,0.773788,-1.176552,-1.136303,0.283032
2014-02-17 19:00:00,-0.107889,1.180239,0.377061,1.411907,-0.346250
2014-02-17 20:00:00,1.215702,1.696588,-0.088486,-3.068144,0.094906
2014-02-17 21:00:00,1.165736,1.006260,0.397505,-0.557420,-2.087848
2014-02-17 22:00:00,0.812712,0.747215,0.048280,1.567341,-0.862378
2014-02-17 23:00:00,-1.177871,-1.186540,-1.666562,0.721355,-0.586557
2014-02-18 00:00:00,0.601841,2.205144,1.103047,0.018403,2.253535
2014-02-18 01:00:00,0.216147,-0.671769,0.229680,-1.205259,-0.614450
2014-02-18 02:00:00,-1.972656,0.355315,1.112513,0.482893,0.017065
2014-02-18 03:00:00,0.914694,1.299707,1.130237,0.723755,0.276229
2014-02-18 04:00:00,-0.032901,-1.060843,1.897191,0.991414,-0.346218
2014-02-18 05:00:00,0.909386,0.701110,0.011807,-1.196808,0.649996
2014-02-18 06:00:00,-1.925836,-1.418855,0.421968,-0.642616,-0.713560
2014-02-18 07:00:00,0.250960,-0.195827,0.125799,-0.969966,0.922994
2014-02-18 08:00:00,-2.159116,-1.811556,-1.090520,0.372802,-0.396584
2014-02-18 09:00:00,0.886213,-0.061830,-0.609572,-0.593064,0.425619
2014-02-18 10:00:00,1.295775,-0.779499,0.029512,1.258152,-1.340796
2014-02-18 11:00:00,1.078414,1.586034,-0.462709,-2.297137,-0.468085
2014-02-18 12:00:00,0.621762,0.229884,0.958820,1.271766,1.126831
2014-02-18 13:00:00,0.250815,-0.039517,0.610235,-2.215598,0.892137
2014-02-18 14:00:00,1.703970,-0.100829,-2.719853,2.364490,1.001967
2014-02-18 15:00:00,0.222580,-1.062423,1.584551,1.890606,-1.947321
2014-02-18 16:00:00,0.476356,0.554926,-1.056960,0.015520,0.328080
2014-02-18 17:00:00,-0.813580,0.117539,-1.966833,-0.716849,-0.530762
2014-02-18 18:00:00,-1.096497,0.705412,1.822743,0.135042,-0.068696
2014-02-18 19:00:00,-1.525162,-0.420008,-0.434059,0.539263,1.093469
2014-02-18 20:00:00,-1.455515,-0.603696,-0.460189,-0.324975,1.055974
2014-02-18 21:00:00,0.947088,0.318547,-0.981419,-0.144033,-0.803062
2014-02-18 22:00:00,0.537491,0.586809,-0.461192,1.061673,-0.434028
2014-02-18 23:00:00,1.156381,0.074311,1.741874,0.767116,-0.399099
2014-02-19 00:00:00,1.380570,-0.948298,-0.651872,-1.742201,-0.142870
2014-02-19 01:00:00,-1.135801,-0.682442,-0.709343,-0.027154,-0.543297
2014-02-19 02:00:00,-1.549514,-0.096900,0.301017,-0.638756,2.382324
2014-02-19 03:00:00,0.084213,-0.836113,-1.326634,-1.059675,0.926055
2014-02-19 04:00:00,0.910856,-0.016432,-1.499068,0.133866,-0.211107
2014-02-19 05:00:00,-0.467969,-0.115384,1.217180,0.940629,1.316182
2014-02-19 06:00:00,0.637907,-0.431137,-0.208837,0.595262,-0.522475
2014-02-19 07:00:00,0.920222,0.240753,-0.761031,0.868373,0.232915
2014-02-19 08:00:00,-0.019185,2.154346,0.575271,-1.507651,1.323592
2014-02-19 09:00:00,-1.690001,0.723449,0.555431,-0.960795,1.505597
2014-02-19 10:00:00,-0.583569,1.267685,0.330947,0.714293,0.362851
2014-02-19 11:00:00,0.257762,-0.650714,1.941748,-0.145796,-0.730345
2014-02-19 12:00:00,0.142882,0.570055,-0.505805,3.025376,-0.572408
2014-02-19 13:00:00,0.608754,1.304187,0.153574,0.237399,0.318279
2014-02-19 14:00:00,-0.062930,-2.337700,0.405024,0.359814,-1.229092
2014-02-19 15:00:00,-1.764178,0.563148,-0.367162,-0.522420,-2.127289
2014-02-19 16:00:00,-0.900395,0.105993,0.569561,-0.607236,2.541998
2014-02-19 17:00:00,-0.117816,-0.267528,-1.266918,1.136486,-0.699344
2014-02-19 18:00:00,0.135525,-0.767858,1.160819,0.818299,0.027553
2014-02-19 19:00:00,-0.981639,1.249638,0.192437,-0.465650,1.217978
2014-02-19 20:00:00,-1.868436,-0.588014,-1.816277,1.342054,-0.438598
2014-02-19 21:00:00,-0.486790,1.453240,0.982773,-1.452315,-0.125991
2014-02-19 22:00:00,-1.428417,0.561258,0.371267,0.022788,0.106869
2014-02-19 23:00:00,-1.228071,-0.034634,0.634789,0.899748,0.366372
2014-02-20 00:00:00,0.373602,0.112663,1.478567,0.473182,-0.501865
2014-02-20 01:00:00,-0.572980,-0.551363,0.727895,-0.747951,1.233397
2014-02-20 02:00:00,-1.445540,-0.140073,-2.331447,0.437566,-0.919625
2014-02-20 03:00:00,0.620149,0.060714,0.442385,0.083113,-1.417734
2014-02-20 04:00:00,-1.601191,0.948733,-0.123327,1.037715,-0.059259
2014-02-20 05:00:00,0.717936,-0.849463,-0.844536,-0.687008,-1.383720
2014-02-20 06:00:00,1.960596,1.185412,-0.999255,-0.808492,0.745638
2014-02-20 07:00:00,-0.740449,-2.264599,-1.841200,0.811996,-1.111074
2014-02-20 08:00:00,-0.191614,-0.013988,0.664446,-0.261728,-1.024027
2014-02-20 09:00:00,-0.272194,-0.698986,-0.371990,-2.192165,0.901875
2014-02-20 10:00:00,-1.681850,-2.270570,-1.161263,-0.255871,-0.393395
2014-02-20 11:00:00,-0.322688,-0.211067,2.440387,0.747478,-1.064691
2014-02-20 12:00:00,1.952349,0.814431,-0.578317,1.510346,-1.300938
2014-02-20 13:00:00,-0.466214,1.098036,-0.177597,0.040299,0.462472
2014-02-20 14:00:00,-0.459069,-0.535204,0.362206,2.866074,1.806858
2014-02-20 15:00:00,0.075415,0.705540,-1.868395,-1.261436,-1.131268
2014-02-20 16:00:00,1.219500,0.629983,0.574476,0.193972,0.040625
2014-02-20 17:00:00,-0.220037,1.090511,0.080808,0.800168,0.607505
2014-02-20 18:00:00,0.833177,0.111126,-0.020334,0.283324,0.353945
2014-02-20 19:00:00,-0.029775,-0.467863,-0.992732,-0.837275,-0.191794
2014-02-20 20:00:00,0.905395,-0.726260,-1.265822,-0.664124,0.870401
2014-02-20 21:00:00,0.559381,-0.577866,1.105183,-1.614166,1.417097
2014-02-20 22:00:00,1.442629,-0.603840,1.861734,-1.123177,-0.990892
2014-02-20 23:00:00,-0.741160,2.181340,-0.795503,-0.232655,0.284860
2014-02-21 00:00:00,0.341289,-0.190861,0.054799,0.189581,-0.579117
2014-02-21 01:00:00,-0.639293,0.244294,1.043409,0.430955,1.320109
2014-02-21 02:00:00,0.110347,1.032825,0.453112,0.849104,-0.455642
2014-02-21 03:00:00,-0.223528,-0.048452,-0.217308,-1.631353,0.277496
2014-02-21 04:00:00,-0.622190,-0.431955,-0.511056,-0.383717,-1.436770
2014-02-21 05:00:00,-0.316389,-0.211383,1.221290,-1.262541,-0.442535
2014-02-21 06:00:00,-1.070797,-0.739374,-0.173159,-1.036717,1.624637
2014-02-21 07:00:00,0.983825,0.119446,1.473909,0.714927,0.255978
2014-02-21 08:00:00,0.606765,-0.493744,-0.511345,1.551385,2.048425
2014-02-21 09:00:00,0.448964,-0.919558,0.375409,-0.024392,1.174736
2014-02-21 10:00:00,-0.106672,-0.891366,-0.657702,1.320337,-2.826913
2014-02-21 11:00:00,-1.096078,-0.319802,-1.339530,-0.814829,-0.246972
2014-02-21 12:00:00,0.241994,-0.755161,0.477838,-0.876415,0.234419
2014-02-21 13:00:00,-0.115737,-0.598217,-0.782319,-0.182876,-0.736096
2014-02-21 14:00:00,0.919522,0.575136,1.021505,-0.767990,-1.127672
2014-02-21 15:00:00,0.227028,-1.033732,0.251058,1.227350,0.235321
2014-02-21 16:00:00,-0.594717,-2.688327,-0.050008,0.891447,-0.442934
2014-02-21 17:00:00,-0.025853,1.226613,-0.242617,-0.858941,1.966944
2014-02-21 18:00:00,0.212094,-0.616685,-0.412571,-0.951859,0.844666
2014-02-21 19:00:00,0.715286,-1.455581,-0.977446,-2.127265,-0.401038
2014-02-21 20:00:00,-0.511122,-0.407529,-1.119863,1.344039,1.313249
2014-02-21 21:00:00,-2.038488,-0.072336,-1.201136,0.092688,-0.602047
2014-02-21 22:00:00,-0.785778,-0.822484,-0.906523,1.113057,-0.635616
2014-02-21 23:00:00,-0.618152,-0.166867,0.734856,-0.386780,-1.306035
2014-02-22 00:00:00,-0.844861,-0.348622,0.699021,0.061637,-0.310212
2014-02-22 01:00:00,-1.119939,-0.016518,-1.442458,0.073204,-1.987356
2014-02-22 02:00:00,-0.566209,0.325798,-0.062342,-0.575168,0.343704
2014-02-22 03:00:00,0.794995,-1.124827,0.262575,1.279684,0.523581
2014-02-22 04:00:00,-0.718306,1.094710,2.439317,1.627731,1.023998
2014-02-22 05:00:00,-0.118743,1.678117,-0.458956,-0.741373,-0.709525
2014-02-22 06:00:00,-0.135263,-1.111913,-0.754006,-0.472982,-1.731936
2014-02-22 07:00:00,-0.446627,-0.265507,-0.313211,0.061943,-1.533477
2014-02-22 08:00:00,-0.135265,-0.280835,-1.477256,-0.191245,0.177696
2014-02-22 09:00:00,-0.960376,0.309173,1.033904,0.974419,1.575561
2014-02-22 10:00:00,1.219840,1.019240,-0.815518,-0.450820,-0.940351
2014-02-22 11:00:00,-1.635324,0.621368,0.636533,0.637145,0.219837
2014-02-22 12:00:00,-0.297738,0.550332,-0.446327,0.313485,0.840258
2014-02-22 13:00:00,1.389162,-1.465343,0.264070,-0.824863,2.253597
2014-02-22 14:00:00,1.614747,0.933401,1.679624,-1.565448,-0.789883
2014-02-22 15:00:00,1.439126,-0.778472,0.007207,-0.123538,-0.509281
2014-02-22 16:00:00,-1.812978,-1.197504,-1.094643,-0.545907,-0.043153
2014-02-22 17:00:00,-0.751871,-0.507497,-1.720913,0.508289,-1.897968
2014-02-22 18:00:00,-0.696409,-1.452721,2.156051,-1.371871,-0.643703
2014-02-22 19:00:00,-0.547744,0.092323,-2.971361,-0.176861,0.192773
2014-02-22 20:00:00,0.230854,0.326080,1.247112,0.452727,-0.403925
2014-02-22 21:00:00,1.145892,0.444028,-0.113024,-1.352155,0.930776
2014-02-22 22:00:00,0.777374,-3.080913,-0.597207,0.259850,0.107684
2014-02-22 23:00:00,-0.298481,-0.446726,0.069055,-0.347256,0.451677
2014-02-23 00:00:00,-0.670047,0.027048,-0.379944,0.282680,2.028505
2014-02-23 01:00:00,-0.028256,-0.372096,-1.033903,1.961051,-0.753551
2014-02-23 02:00:00,-0.317070,-0.272917,0.064743,-0.829421,0.374201
2014-02-23 03:00:00,0.047829,-0.317196,1.481478,-0.325512,-0.317542
2014-02-23 04:00:00,0.174848,0.119868,-0.644604,-0.976928,-0.235608
2014-02-23 05:00:00,0.223860,-1.370353,0.195481,-1.922689,-0.254325
2014-02-23 06:00:00,-0.997103,-0.232952,0.551499,-0.592805,-0.641764
2014-02-23 07:00:00,0.867431,-1.276848,-0.072982,-0.889712,0.693080
2014-02-23 08:00:00,-1.137050,-0.596772,2.406216,-1.209779,-1.268394
2014-02-23 09:00:00,-0.616372,-0.862325,0.476497,-1.397955,1.365650
2014-02-23 10:00:00,2.015384,0.929180,0.414738,0.817224,2.109872
2014-02-23 11:00:00,0.337011,-0.934236,-0.591045,-1.424987,0.460952
2014-02-23 12:00:00,-1.205765,-0.798938,-0.452508,-0.570358,-1.223669
2014-02-23 13:00:00,-1.561075,-0.776665,0.454321,-1.032381,1.442728
2014-02-23 14:00:00,-1.104023,1.241058,1.052488,0.204164,-0.796866
2014-02-23 15:00:00,0.303892,0.526926,-0.377449,0.152770,-1.996700
2014-02-23 16:00:00,-0.360724,-1.461333,-0.325004,1.143573,0.131762
2014-02-23 17:00:00,2.393268,-0.354821,-0.770340,1.737770,0.536255
2014-02-23 18:00:00,0.088625,1.034282,-0.872862,0.938298,0.574374
2014-02-23 19:00:00,2.214775,-3.238179,0.603775,-0.527969,1.031945
2014-02-23 20:00:00,2.385180,-1.366754,-0.574958,-0.919753,-0.891103
2014-02-23 21:00:00,0.642112,-1.705548,0.675331,0.370293,-0.690749
2014-02-23 22:00:00,0.380127,-0.195839,-0.603186,-0.095130,0.290992
2014-02-23 23:00:00,0.988752,-0.708751,-0.194756,-0.230746,0.252663
2014-02-24 00:00:00,-0.754193,-0.588395,1.326480,-0.070945,0.413144
2014-02-24 01:00:00,-1.739832,-0.571739,1.398580,0.416786,-0.045010
2014-02-24 02:00:00,2.182002,0.384848,-2.668077,0.896133,0.613490
2014-02-24 03:00:00,0.285966,-1.690435,0.750922,0.520719,0.466744
2014-02-24 04:00:00,-0.755178,0.122987,0.716455,-0.675504,-0.265639
2014-02-24 05:00:00,-0.898502,-0.935437,-1.226397,-0.363582,-0.894700
2014-02-24 06:00:00,0.250918,0.032346,-0.887035,-0.010403,0.551357
2014-02-24 07:00:00,-0.436168,0.591835,1.592310,-0.001193,1.277907
2014-02-24 08:00:00,-1.814961,0.638151,0.195085,0.285757,-0.293129
2014-02-24 09:00:00,-0.077289,1.371484,1.428748,-0.666979,0.570925
2014-02-24 10:00:00,-0.873268,-0.224089,0.203408,-0.499321,-0.654754
2014-02-24 11:00:00,0.844842,-0.010461,-1.768133,0.639291,-0.420584
2014-02-24 12:00:00,-1.010729,-0.102588,-1.773073,0.942712,2.172518
2014-02-24 13:00:00,0.114645,0.777218,0.692678,-1.888161,-0.780240
2014-02-24 14:00:00,-0.480140,-0.443628,0.165503,-0.686269,-0.425008
2014-02-24 15:00:00,-1.866302,0.774868,-0.770366,0.049998,0.103422
2014-02-24 16:00:00,-0.598368,-0.530843,0.799073,-0.675928,0.108383
2014-02-24 17:00:00,-1.608019,-0.359855,-0.273076,0.888152,-2.256585
2014-02-24 18:00:00,-0.335629,-0.017518,-0.093697,1.249842,-0.150622
2014-02-24 19:00:00,-1.816442,-1.042428,-0.289199,-0.546149,-0.005797
2014-02-24 20:00:00,0.067414,-1.661934,-0.261266,1.256563,1.530068
2014-02-24 21:00:00,-0.444583,-0.392955,0.348805,-0.695715,-1.494913
2014-02-24 22:00:00,2.595535,1.072546,2.199775,-0.365673,-1.692295
2014-02-24 23:00:00,0.502671,-0.582727,0.435363,0.555272,-0.537090
2014-02-25 00:00:00,0.901254,1.171490,1.328228,-0.764771,-0.900148
2014-02-25 01:00:00,-0.752618,0.141395,0.212769,-0.653633,-1.321384
2014-02-25 02:00:00,0.893109,1.670424,-1.502184,-2.574409,-0.230295
2014-02-25 03:00:00,-0.193802,-3.512401,-0.510436,-1.015552,-0.174249
2014-02-25 04:00:00,0.301608,-0.121467,-0.244646,-0.853284,0.825724
2014-02-25 05:00:00,1.078672,0.275474,-0.061351,1.358882,0.012876
2014-02-25 06:00:00,-0.829975,-0.109743,2.710305,0.149306,0.334017
2014-02-25 07:00:00,1.041752,0.757696,0.631462,0.704461,-0.191419
2014-02-25 08:00:00,1.605178,0.921731,0.286457,-1.883078,-1.943720
2014-02-25 09:00:00,-1.216451,-0.636103,1.248687,1.970092,0.460815
2014-02-25 10:00:00,-0.395426,0.279492,1.435841,0.052795,0.008737
2014-02-25 11:00:00,0.387754,1.323197,-0.508484,0.621938,-0.808135
2014-02-25 12:00:00,-0.103323,0.377564,-0.178728,0.809425,-0.088670
2014-02-25 13:00:00,-1.448417,-1.402727,0.692217,-0.249043,0.103590
2014-02-25 14:00:00,-0.787194,-3.175724,-0.134421,-0.068423,0.963167
2014-02-25 15:00:00,-0.821857,-0.639625,0.319249,1.155766,-0.615642
2014-02-25 16:00:00,-0.920842,-1.508899,1.137319,0.082582,0.088754
